Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,slp,dewp,rh,ah,wdsp,prcp,fog
53,Afghanistan,,2020-03-14,11.0,0.0,Afghanistan-,33.0,65.0,74,36.4,26.8,53.4,778.2,1017.6,18.0,0.4683844696135962,0.3025711297423303,5.3,0.0,1
54,Afghanistan,,2020-03-15,16.0,0.0,Afghanistan-,33.0,65.0,75,40.1,29.3,52.7,777.7,1015.0,15.7,0.36676667795446466,0.1488373040889115,9,0.0,0
55,Afghanistan,,2020-03-16,21.0,0.0,Afghanistan-,33.0,65.0,76,40.1,29.3,52.7,777.7,1015.0,15.7,0.36676667795446466,0.1488373040889115,9,0.0,0
56,Afghanistan,,2020-03-17,22.0,0.0,Afghanistan-,33.0,65.0,77,43.8,35.8,56.3,778.5,1013.9,32.6,0.6439334555960311,0.20697170692827524,4.8,0.04,1
57,Afghanistan,,2020-03-18,22.0,0.0,Afghanistan-,33.0,65.0,78,43.8,35.8,56.3,778.5,1013.9,32.6,0.6439334555960311,0.20697170692827524,4.8,0.04,1
58,Afghanistan,,2020-03-19,22.0,0.0,Afghanistan-,33.0,65.0,79,45.2,32.0,59.7,775.3,1009.5,32.5,0.6078972161994511,0.18427679767485508,5.3,0.31,1
59,Afghanistan,,2020-03-20,24.0,0.0,Afghanistan-,33.0,65.0,80,39.4,32.7,43.5,773.2,1009.4,35.5,0.8574931949396543,0.37062842459183165,4.8,1.22,1
60,Afghanistan,,2020-03-21,24.0,0.0,Afghanistan-,33.0,65.0,81,42.4,34.7,54.3,776.3,1011.9,29.8,0.6067347804313106,0.20966091878816645,2.7,2.2,1
61,Afghanistan,,2020-03-22,40.0,1.0,Afghanistan-,33.0,65.0,82,44.7,35.8,53.8,774.7,1008.5,31.6,0.5975204985820128,0.1847018443511959,7.5,0.0,1
62,Afghanistan,,2020-03-23,40.0,1.0,Afghanistan-,33.0,65.0,83,45.0,37.9,50.4,769.8,1001.9,36.6,0.7214662349224781,0.22038004484674795,7.3,0.47,1
63,Afghanistan,,2020-03-24,74.0,1.0,Afghanistan-,33.0,65.0,84,33.1,24.1,43.2,771.6,1010.9,28.5,0.8297755641376323,1.8797134278629724,4.6,5.43,1
64,Afghanistan,,2020-03-25,84.0,2.0,Afghanistan-,33.0,65.0,85,36.6,23.7,46.4,773.7,1011.6,27.2,0.6841814330219952,0.4261172073054553,4.9,1.22,1
65,Afghanistan,,2020-03-26,94.0,4.0,Afghanistan-,33.0,65.0,86,37.7,34.2,43.5,775.9,1014.0,33.4,0.8429100625979064,0.442464288844831,3.2,0.16,1
66,Afghanistan,,2020-03-27,110.0,4.0,Afghanistan-,33.0,65.0,87,39.8,32.2,49.5,775.7,1012.5,30.4,0.6877454328556888,0.2864563423574268,6,1.14,1
67,Afghanistan,,2020-03-28,110.0,4.0,Afghanistan-,33.0,65.0,88,42.3,33.8,53.1,775.6,1011.0,29.7,0.6066048812494899,0.21083556721431593,3.7,0.24,1
68,Afghanistan,,2020-03-29,120.0,4.0,Afghanistan-,33.0,65.0,89,43.1,32.5,52.9,774.2,1008.7,29.2,0.57630409003218,0.1916893431832113,6.1,0.0,1
69,Afghanistan,,2020-03-30,170.0,4.0,Afghanistan-,33.0,65.0,90,39.5,32.5,51.1,773.1,1009.2,31.6,0.7305294320183364,0.31276178976802516,4.9,0.35,1
70,Afghanistan,,2020-03-31,174.0,4.0,Afghanistan-,33.0,65.0,91,39.5,32.5,51.1,773.1,1009.2,31.6,0.7305294320183364,0.31276178976802516,4.9,0.35,1
71,Afghanistan,,2020-04-01,237.0,4.0,Afghanistan-,33.0,65.0,92,38.4,30.6,46.9,777.0,1015.1,26.8,0.6268988786507432,0.30126088445659216,4,1.42,1
72,Afghanistan,,2020-04-02,273.0,6.0,Afghanistan-,33.0,65.0,93,47.6,30.9,57.6,776.8,1009.7,25.7,0.4203202587633992,0.11809510319038857,4.3,0.04,1
73,Afghanistan,,2020-04-03,281.0,6.0,Afghanistan-,33.0,65.0,94,48.7,37.8,59.9,777.7,1010.3,29.3,0.46764708578607017,0.12793166376704454,4.9,0.08,0
74,Afghanistan,,2020-04-04,299.0,7.0,Afghanistan-,33.0,65.0,95,45.5,39.0,57.2,777.3,1011.5,33.2,0.618138962881675,0.18532491149601096,6.3,0.0,1
75,Afghanistan,,2020-04-05,349.0,7.0,Afghanistan-,33.0,65.0,96,45.5,39.0,57.2,777.3,1011.5,33.2,0.618138962881675,0.18532491149601096,6.3,0.0,1
76,Afghanistan,,2020-04-06,367.0,11.0,Afghanistan-,33.0,65.0,97,45.5,39.0,57.2,777.3,1011.5,33.2,0.618138962881675,0.18532491149601096,6.3,0.0,1
77,Afghanistan,,2020-04-07,423.0,14.0,Afghanistan-,33.0,65.0,98,45.5,39.0,57.2,777.3,1011.5,33.2,0.618138962881675,0.18532491149601096,6.3,0.0,1
78,Afghanistan,,2020-04-08,444.0,14.0,Afghanistan-,33.0,65.0,99,45.5,39.0,57.2,777.3,1011.5,33.2,0.618138962881675,0.18532491149601096,6.3,0.0,1
115,Albania,,2020-01-22,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,22,42.3,31.3,55.8,18.9,1029.3,32.8,0.6877210653347385,0.23902883965658026,0.2,0.0,0
116,Albania,,2020-01-23,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,23,44.1,34.2,59.4,13.9,1024.2,36.1,0.7320940705789704,0.23212925122565314,0.2,0.0,0
117,Albania,,2020-01-24,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,24,46.7,32.0,63.0,15.4,1025.7,34.8,0.6296231736216686,0.18144728920841846,0.8,0.0,0
118,Albania,,2020-01-25,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,25,51.5,42.4,59.0,13.8,1023.9,45.3,0.7918564959586485,0.20598528170791197,0.7,0.0,1
119,Albania,,2020-01-26,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,26,52.5,49.6,55.8,8.8,1018.8,51.8,0.9743933795508433,0.25021227550723246,0.5,0.06,1
120,Albania,,2020-01-27,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,27,50.9,49.3,55.0,4.4,1014.5,50.7,0.9925746251360418,0.26051413485336655,2.5,1.38,1
121,Albania,,2020-01-28,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,28,52.7,48.2,57.2,4.1,1014.2,47.7,0.8296120222633403,0.21254241658831705,1.6,0.08,1
122,Albania,,2020-01-29,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,29,54.0,50.4,62.2,999.0,1008.9,51.2,0.9016143072906553,0.22801187103003334,1.7,1.1,1
123,Albania,,2020-01-30,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,30,49.8,43.5,60.4,5.1,1015.2,41.0,0.7150213167394056,0.19124628455440795,1.7,0.39,1
124,Albania,,2020-01-31,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,31,49.5,37.4,62.6,8.7,1018.8,37.5,0.6305717677332543,0.16963363842962714,1.1,0.0,0
125,Albania,,2020-02-01,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,32,55.1,49.1,65.1,7.5,1017.5,49.3,0.8066253003070464,0.20227760036967782,1.5,0.01,1
126,Albania,,2020-02-02,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,33,55.7,50.0,64.4,7.2,1017.2,48.4,0.762886240875538,0.19060180603642654,1.5,0.0,0
127,Albania,,2020-02-03,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,34,55.9,46.4,65.1,5.9,1015.9,49.5,0.7892766725921392,0.19697794513417166,1.4,0.0,0
128,Albania,,2020-02-04,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,35,56.1,46.8,65.5,995.8,1005.7,47.7,0.7322538550617896,0.18255717939328478,4,0.0,1
129,Albania,,2020-02-05,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,36,47.4,42.1,53.6,985.0,994.9,29.1,0.4871380863443221,0.13760236079467533,6,0.24,1
130,Albania,,2020-02-06,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,37,42.4,37.4,50.0,1.5,1011.7,12.9,0.2968881005952072,0.10259150118906309,7.5,0.0,0
131,Albania,,2020-02-07,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,38,42.6,33.8,57.9,9.0,1019.3,20.0,0.40039012940166785,0.13679832174485096,1,0.0,0
132,Albania,,2020-02-08,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,39,46.3,31.6,59.0,14.0,1024.3,27.5,0.4756149960381277,0.13877645763090746,0.3,0.0,0
133,Albania,,2020-02-09,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,40,46.3,34.7,61.5,18.1,1028.3,33.9,0.6166765531315884,0.17993584781918737,1,0.0,0
134,Albania,,2020-02-10,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,41,51.0,42.1,59.4,12.5,1022.7,43.6,0.7559102798849753,0.19809065431765957,1.8,0.0,0
135,Albania,,2020-02-11,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,42,59.0,53.6,64.4,1.9,1011.8,51.4,0.7571986948961316,0.1871744203232988,2.5,0.0,0
136,Albania,,2020-02-12,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,43,57.5,53.2,65.5,2.1,1012.0,54.4,0.8930680241844334,0.22141263023611132,2,0.0,1
137,Albania,,2020-02-13,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,44,53.8,44.6,67.6,9.1,1019.2,43.7,0.684102795230788,0.1733120068096884,0.8,0.0,0
138,Albania,,2020-02-14,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,45,51.9,48.2,57.6,4.0,1014.0,43.5,0.7282415786034264,0.1884066600666708,2.1,0.59,1
139,Albania,,2020-02-15,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,46,51.2,39.9,65.1,7.7,1017.8,32.5,0.48491369377145066,0.12669029840146287,1.8,0.0,0
140,Albania,,2020-02-16,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,47,51.2,40.1,64.8,14.6,1024.8,32.7,0.4888329770555892,0.12771426447040504,1.2,0.0,0
141,Albania,,2020-02-17,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,48,50.6,38.5,64.4,13.3,1023.4,39.4,0.6520277645922338,0.17195975470294353,0.7,0.0,0
142,Albania,,2020-02-18,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,49,50.7,39.2,62.2,8.3,1018.4,44.3,0.7852042681054194,0.20674458396393383,0.8,0.0,0
143,Albania,,2020-02-19,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,50,52.5,45.5,64.0,5.1,1015.2,48.2,0.8516801238988788,0.21870101570605002,0.4,0.0,0
144,Albania,,2020-02-20,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,51,51.2,46.8,58.1,2.6,1012.6,35.7,0.551114105039556,0.14398605631794023,4.1,0.21,1
145,Albania,,2020-02-21,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,52,45.7,33.1,58.3,8.1,1018.3,26.8,0.4727520266076744,0.1407350117169481,0.8,0.0,0
146,Albania,,2020-02-22,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,53,49.0,40.6,58.6,13.1,1023.3,27.2,0.4242441042938509,0.11530230315324087,3.3,0.0,0
147,Albania,,2020-02-23,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,54,48.5,36.3,60.1,13.4,1023.6,33.7,0.5629450913876936,0.15470052039316115,1.5,0.0,0
148,Albania,,2020-02-24,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,55,51.6,39.2,66.2,7.4,1017.4,42.6,0.7113208971207043,0.18477669754786644,2.6,0.0,0
149,Albania,,2020-02-25,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,56,55.6,43.2,67.1,2.2,1012.2,47.1,0.7290169657630863,0.1822446967919829,0.8,0.0,0
150,Albania,,2020-02-26,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,57,57.1,46.4,65.8,993.9,1003.8,45.9,0.6595364415006806,0.16372714748114786,4.5,0.0,0
151,Albania,,2020-02-27,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,58,48.9,44.6,56.5,995.2,1005.2,42.7,0.7898374329008603,0.21512514483054926,5,0.47,1
152,Albania,,2020-02-28,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,59,46.0,41.0,53.2,999.3,1009.4,40.7,0.8156518854733227,0.24033816099355146,2.3,0.63,1
153,Albania,,2020-02-29,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,60,45.8,33.8,59.0,6.3,1016.4,29.1,0.5176120640397484,0.15355625769840583,1.7,0.0,0
154,Albania,,2020-03-01,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,61,52.4,39.6,67.3,3.9,1013.9,35.6,0.5250197723443838,0.13497901573515608,1.2,0.0,0
155,Albania,,2020-03-02,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,62,63.0,52.7,69.8,998.5,1008.3,48.2,0.5822691352423895,0.1446248652249686,5.5,0.0,0
156,Albania,,2020-03-03,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,63,63.3,54.7,70.7,993.0,1002.7,46.0,0.5300898797078841,0.13179580510335123,7.2,0.0,1
157,Albania,,2020-03-04,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,64,50.6,47.1,54.5,993.9,1003.9,46.0,0.8409540240161335,0.22178541396424153,2.1,1.34,1
158,Albania,,2020-03-05,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,65,53.0,46.4,61.7,996.4,1006.3,42.3,0.6676057947802169,0.17047311853336894,1.5,0.01,0
159,Albania,,2020-03-06,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,66,52.9,44.6,62.6,995.0,1004.9,39.6,0.6033689375935986,0.15423669188981265,2.4,0.08,1
160,Albania,,2020-03-07,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,67,52.7,49.6,57.9,995.4,1005.3,51.6,0.9600564771851712,0.24596162814216205,2,0.87,1
161,Albania,,2020-03-08,0.0,0.0,Albania-,41.15329999999996,20.168300000000023,68,52.6,48.2,59.9,999.4,1009.3,48.6,0.8614071198052631,0.22094089288616897,3.5,0.79,1
162,Albania,,2020-03-09,2.0,0.0,Albania-,41.15329999999996,20.168300000000023,69,52.2,47.5,60.1,998.4,1008.4,44.4,0.7454772514793568,0.1921263916766777,2.1,0.01,1
163,Albania,,2020-03-10,10.0,0.0,Albania-,41.15329999999996,20.168300000000023,70,52.0,40.1,62.6,999.4,1009.4,40.7,0.6511277405095094,0.168236712695486,1.4,0.0,0
164,Albania,,2020-03-11,12.0,1.0,Albania-,41.15329999999996,20.168300000000023,71,52.8,44.6,63.0,5.4,1015.4,41.4,0.6495406624282564,0.1662223132582204,2.4,0.0,0
165,Albania,,2020-03-12,23.0,1.0,Albania-,41.15329999999996,20.168300000000023,72,56.1,44.6,72.5,7.0,1016.9,46.0,0.6865807648429166,0.17117048546617813,0.5,0.0,0
166,Albania,,2020-03-13,33.0,1.0,Albania-,41.15329999999996,20.168300000000023,73,58.4,49.3,74.1,1.0,1010.9,50.1,0.7371666365362199,0.18237383153579426,0.8,0.0,0
167,Albania,,2020-03-14,38.0,1.0,Albania-,41.15329999999996,20.168300000000023,74,59.2,50.7,72.7,999.9,1009.8,53.7,0.8185335973532498,0.20230010308686222,0.8,0.0,0
168,Albania,,2020-03-15,42.0,1.0,Albania-,41.15329999999996,20.168300000000023,75,55.8,52.2,59.7,2.2,1012.2,48.7,0.7687321689341788,0.19195495613032557,3.3,0.51,1
169,Albania,,2020-03-16,51.0,1.0,Albania-,41.15329999999996,20.168300000000023,76,55.5,43.2,68.7,10.9,1020.9,28.9,0.35756359839916974,0.08943916653660074,5,0.0,0
170,Albania,,2020-03-17,55.0,1.0,Albania-,41.15329999999996,20.168300000000023,77,52.7,42.1,63.7,15.3,1025.4,27.8,0.3788513380562001,0.09705980236219679,2.8,0.0,0
171,Albania,,2020-03-18,59.0,2.0,Albania-,41.15329999999996,20.168300000000023,78,56.4,42.8,72.3,10.9,1021.0,38.2,0.5023566018208557,0.12506154479707882,1.9,0.0,0
172,Albania,,2020-03-19,64.0,2.0,Albania-,41.15329999999996,20.168300000000023,79,57.9,47.3,68.4,11.2,1021.2,33.6,0.39635602292074124,0.09816028821959077,1.5,0.0,0
173,Albania,,2020-03-20,70.0,2.0,Albania-,41.15329999999996,20.168300000000023,80,56.0,45.5,68.7,9.0,1019.0,42.3,0.5980047184778293,0.14916397871669781,2.5,0.0,0
174,Albania,,2020-03-21,76.0,2.0,Albania-,41.15329999999996,20.168300000000023,81,57.5,44.6,73.4,4.2,1014.1,44.0,0.6045407362398948,0.1498799093361196,1,0.0,0
175,Albania,,2020-03-22,89.0,2.0,Albania-,41.15329999999996,20.168300000000023,82,58.5,48.2,69.8,0.1,1010.0,42.8,0.5567789379773388,0.13772282023071578,2,0.0,1
176,Albania,,2020-03-23,104.0,4.0,Albania-,41.15329999999996,20.168300000000023,83,51.1,46.8,56.1,0.8,1010.8,40.2,0.6602908843959372,0.17276907473968364,2.7,0.01,1
177,Albania,,2020-03-24,123.0,5.0,Albania-,41.15329999999996,20.168300000000023,84,44.2,39.2,51.4,3.1,1013.2,35.0,0.6980990117923834,0.22037868758074947,2.3,0.03,0
178,Albania,,2020-03-25,146.0,5.0,Albania-,41.15329999999996,20.168300000000023,85,47.3,34.7,60.8,1.5,1011.7,34.4,0.6057354831255181,0.17157114590032171,5,0.0,0
179,Albania,,2020-03-26,174.0,6.0,Albania-,41.15329999999996,20.168300000000023,86,59.7,53.6,69.4,994.8,1004.6,34.7,0.3881488719177487,0.09590828665680581,9.2,0.01,0
