Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities
350,Andorra,,2020-01-29,0.0,0.0
351,Andorra,,2020-01-30,0.0,0.0
352,Andorra,,2020-01-31,0.0,0.0
353,Andorra,,2020-02-01,0.0,0.0
354,Andorra,,2020-02-02,0.0,0.0
355,Andorra,,2020-02-03,0.0,0.0
356,Andorra,,2020-02-04,0.0,0.0
357,Andorra,,2020-02-05,0.0,0.0
358,Andorra,,2020-02-06,0.0,0.0
359,Andorra,,2020-02-07,0.0,0.0
360,Andorra,,2020-02-08,0.0,0.0
361,Andorra,,2020-02-09,0.0,0.0
362,Andorra,,2020-02-10,0.0,0.0
363,Andorra,,2020-02-11,0.0,0.0
364,Andorra,,2020-02-12,0.0,0.0
365,Andorra,,2020-02-13,0.0,0.0
366,Andorra,,2020-02-14,0.0,0.0
367,Andorra,,2020-02-15,0.0,0.0
368,Andorra,,2020-02-16,0.0,0.0
369,Andorra,,2020-02-17,0.0,0.0
370,Andorra,,2020-02-18,0.0,0.0
371,Andorra,,2020-02-19,0.0,0.0
372,Andorra,,2020-02-20,0.0,0.0
373,Andorra,,2020-02-21,0.0,0.0
374,Andorra,,2020-02-22,0.0,0.0
375,Andorra,,2020-02-23,0.0,0.0
376,Andorra,,2020-02-24,0.0,0.0
377,Andorra,,2020-02-25,0.0,0.0
378,Andorra,,2020-02-26,0.0,0.0
379,Andorra,,2020-02-27,0.0,0.0
380,Andorra,,2020-02-28,0.0,0.0
381,Andorra,,2020-02-29,0.0,0.0
382,Andorra,,2020-03-01,0.0,0.0
383,Andorra,,2020-03-02,1.0,0.0
384,Andorra,,2020-03-03,1.0,0.0
385,Andorra,,2020-03-04,1.0,0.0
386,Andorra,,2020-03-05,1.0,0.0
387,Andorra,,2020-03-06,1.0,0.0
388,Andorra,,2020-03-07,1.0,0.0
389,Andorra,,2020-03-08,1.0,0.0
390,Andorra,,2020-03-09,1.0,0.0
391,Andorra,,2020-03-10,1.0,0.0
392,Andorra,,2020-03-11,1.0,0.0
393,Andorra,,2020-03-12,1.0,0.0
394,Andorra,,2020-03-13,1.0,0.0
395,Andorra,,2020-03-14,1.0,0.0
396,Andorra,,2020-03-15,1.0,0.0
397,Andorra,,2020-03-16,2.0,0.0
398,Andorra,,2020-03-17,39.0,0.0
399,Andorra,,2020-03-18,39.0,0.0
400,Andorra,,2020-03-19,53.0,0.0
401,Andorra,,2020-03-20,75.0,0.0
402,Andorra,,2020-03-21,88.0,0.0
403,Andorra,,2020-03-22,113.0,1.0
404,Andorra,,2020-03-23,133.0,1.0
405,Andorra,,2020-03-24,164.0,1.0
406,Andorra,,2020-03-25,188.0,1.0
407,Andorra,,2020-03-26,224.0,3.0
408,Andorra,,2020-03-27,267.0,3.0
409,Andorra,,2020-03-28,308.0,3.0
410,Andorra,,2020-03-29,334.0,6.0
411,Andorra,,2020-03-30,370.0,8.0
412,Andorra,,2020-03-31,376.0,12.0
413,Andorra,,2020-04-01,390.0,14.0
414,Andorra,,2020-04-02,428.0,15.0
415,Andorra,,2020-04-03,439.0,16.0
416,Andorra,,2020-04-04,466.0,17.0
417,Andorra,,2020-04-05,501.0,18.0
418,Andorra,,2020-04-06,525.0,21.0
419,Andorra,,2020-04-07,545.0,22.0
420,Andorra,,2020-04-08,564.0,23.0
457,Angola,,2020-01-22,0.0,0.0
458,Angola,,2020-01-23,0.0,0.0
459,Angola,,2020-01-24,0.0,0.0
460,Angola,,2020-01-25,0.0,0.0
461,Angola,,2020-01-26,0.0,0.0
462,Angola,,2020-01-27,0.0,0.0
463,Angola,,2020-01-28,0.0,0.0
464,Angola,,2020-01-29,0.0,0.0
465,Angola,,2020-01-30,0.0,0.0
466,Angola,,2020-01-31,0.0,0.0
467,Angola,,2020-02-01,0.0,0.0
468,Angola,,2020-02-02,0.0,0.0
469,Angola,,2020-02-03,0.0,0.0
470,Angola,,2020-02-04,0.0,0.0
471,Angola,,2020-02-05,0.0,0.0
472,Angola,,2020-02-06,0.0,0.0
473,Angola,,2020-02-07,0.0,0.0
474,Angola,,2020-02-08,0.0,0.0
475,Angola,,2020-02-09,0.0,0.0
476,Angola,,2020-02-10,0.0,0.0
477,Angola,,2020-02-11,0.0,0.0
478,Angola,,2020-02-12,0.0,0.0
479,Angola,,2020-02-13,0.0,0.0
480,Angola,,2020-02-14,0.0,0.0
481,Angola,,2020-02-15,0.0,0.0
482,Angola,,2020-02-16,0.0,0.0
483,Angola,,2020-02-17,0.0,0.0
484,Angola,,2020-02-18,0.0,0.0
485,Angola,,2020-02-19,0.0,0.0
486,Angola,,2020-02-20,0.0,0.0
487,Angola,,2020-02-21,0.0,0.0
488,Angola,,2020-02-22,0.0,0.0
489,Angola,,2020-02-23,0.0,0.0
490,Angola,,2020-02-24,0.0,0.0
491,Angola,,2020-02-25,0.0,0.0
492,Angola,,2020-02-26,0.0,0.0
493,Angola,,2020-02-27,0.0,0.0
494,Angola,,2020-02-28,0.0,0.0
495,Angola,,2020-02-29,0.0,0.0
496,Angola,,2020-03-01,0.0,0.0
497,Angola,,2020-03-02,0.0,0.0
498,Angola,,2020-03-03,0.0,0.0
499,Angola,,2020-03-04,0.0,0.0
500,Angola,,2020-03-05,0.0,0.0
501,Angola,,2020-03-06,0.0,0.0
502,Angola,,2020-03-07,0.0,0.0
503,Angola,,2020-03-08,0.0,0.0
504,Angola,,2020-03-09,0.0,0.0
505,Angola,,2020-03-10,0.0,0.0
506,Angola,,2020-03-11,0.0,0.0
507,Angola,,2020-03-12,0.0,0.0
508,Angola,,2020-03-13,0.0,0.0
509,Angola,,2020-03-14,0.0,0.0
510,Angola,,2020-03-15,0.0,0.0
511,Angola,,2020-03-16,0.0,0.0
512,Angola,,2020-03-17,0.0,0.0
513,Angola,,2020-03-18,0.0,0.0
514,Angola,,2020-03-19,0.0,0.0
515,Angola,,2020-03-20,1.0,0.0
516,Angola,,2020-03-21,2.0,0.0
517,Angola,,2020-03-22,2.0,0.0
518,Angola,,2020-03-23,3.0,0.0
519,Angola,,2020-03-24,3.0,0.0
520,Angola,,2020-03-25,3.0,0.0
521,Angola,,2020-03-26,4.0,0.0
522,Angola,,2020-03-27,4.0,0.0
523,Angola,,2020-03-28,5.0,0.0
524,Angola,,2020-03-29,7.0,2.0
525,Angola,,2020-03-30,7.0,2.0
526,Angola,,2020-03-31,7.0,2.0
527,Angola,,2020-04-01,8.0,2.0
528,Angola,,2020-04-02,8.0,2.0
529,Angola,,2020-04-03,8.0,2.0
530,Angola,,2020-04-04,10.0,2.0
531,Angola,,2020-04-05,14.0,2.0
532,Angola,,2020-04-06,16.0,2.0
533,Angola,,2020-04-07,17.0,2.0
534,Angola,,2020-04-08,19.0,2.0
571,Antigua and Barbuda,,2020-01-22,0.0,0.0
572,Antigua and Barbuda,,2020-01-23,0.0,0.0
573,Antigua and Barbuda,,2020-01-24,0.0,0.0
574,Antigua and Barbuda,,2020-01-25,0.0,0.0
575,Antigua and Barbuda,,2020-01-26,0.0,0.0
576,Antigua and Barbuda,,2020-01-27,0.0,0.0
577,Antigua and Barbuda,,2020-01-28,0.0,0.0
578,Antigua and Barbuda,,2020-01-29,0.0,0.0
579,Antigua and Barbuda,,2020-01-30,0.0,0.0
580,Antigua and Barbuda,,2020-01-31,0.0,0.0
581,Antigua and Barbuda,,2020-02-01,0.0,0.0
582,Antigua and Barbuda,,2020-02-02,0.0,0.0
583,Antigua and Barbuda,,2020-02-03,0.0,0.0
584,Antigua and Barbuda,,2020-02-04,0.0,0.0
585,Antigua and Barbuda,,2020-02-05,0.0,0.0
586,Antigua and Barbuda,,2020-02-06,0.0,0.0
587,Antigua and Barbuda,,2020-02-07,0.0,0.0
588,Antigua and Barbuda,,2020-02-08,0.0,0.0
589,Antigua and Barbuda,,2020-02-09,0.0,0.0
590,Antigua and Barbuda,,2020-02-10,0.0,0.0
591,Antigua and Barbuda,,2020-02-11,0.0,0.0
592,Antigua and Barbuda,,2020-02-12,0.0,0.0
593,Antigua and Barbuda,,2020-02-13,0.0,0.0
594,Antigua and Barbuda,,2020-02-14,0.0,0.0
595,Antigua and Barbuda,,2020-02-15,0.0,0.0
596,Antigua and Barbuda,,2020-02-16,0.0,0.0
597,Antigua and Barbuda,,2020-02-17,0.0,0.0
598,Antigua and Barbuda,,2020-02-18,0.0,0.0
599,Antigua and Barbuda,,2020-02-19,0.0,0.0
600,Antigua and Barbuda,,2020-02-20,0.0,0.0
601,Antigua and Barbuda,,2020-02-21,0.0,0.0
602,Antigua and Barbuda,,2020-02-22,0.0,0.0
603,Antigua and Barbuda,,2020-02-23,0.0,0.0
604,Antigua and Barbuda,,2020-02-24,0.0,0.0
605,Antigua and Barbuda,,2020-02-25,0.0,0.0
606,Antigua and Barbuda,,2020-02-26,0.0,0.0
607,Antigua and Barbuda,,2020-02-27,0.0,0.0
608,Antigua and Barbuda,,2020-02-28,0.0,0.0
609,Antigua and Barbuda,,2020-02-29,0.0,0.0
610,Antigua and Barbuda,,2020-03-01,0.0,0.0
611,Antigua and Barbuda,,2020-03-02,0.0,0.0
612,Antigua and Barbuda,,2020-03-03,0.0,0.0
613,Antigua and Barbuda,,2020-03-04,0.0,0.0
614,Antigua and Barbuda,,2020-03-05,0.0,0.0
615,Antigua and Barbuda,,2020-03-06,0.0,0.0
616,Antigua and Barbuda,,2020-03-07,0.0,0.0
617,Antigua and Barbuda,,2020-03-08,0.0,0.0
618,Antigua and Barbuda,,2020-03-09,0.0,0.0
619,Antigua and Barbuda,,2020-03-10,0.0,0.0
620,Antigua and Barbuda,,2020-03-11,0.0,0.0
621,Antigua and Barbuda,,2020-03-12,0.0,0.0
622,Antigua and Barbuda,,2020-03-13,1.0,0.0
623,Antigua and Barbuda,,2020-03-14,1.0,0.0
624,Antigua and Barbuda,,2020-03-15,1.0,0.0
625,Antigua and Barbuda,,2020-03-16,1.0,0.0
626,Antigua and Barbuda,,2020-03-17,1.0,0.0
627,Antigua and Barbuda,,2020-03-18,1.0,0.0
628,Antigua and Barbuda,,2020-03-19,1.0,0.0
629,Antigua and Barbuda,,2020-03-20,1.0,0.0
630,Antigua and Barbuda,,2020-03-21,1.0,0.0
631,Antigua and Barbuda,,2020-03-22,1.0,0.0
632,Antigua and Barbuda,,2020-03-23,3.0,0.0
633,Antigua and Barbuda,,2020-03-24,3.0,0.0
634,Antigua and Barbuda,,2020-03-25,3.0,0.0
635,Antigua and Barbuda,,2020-03-26,7.0,0.0
636,Antigua and Barbuda,,2020-03-27,7.0,0.0
637,Antigua and Barbuda,,2020-03-28,7.0,0.0
638,Antigua and Barbuda,,2020-03-29,7.0,0.0
639,Antigua and Barbuda,,2020-03-30,7.0,0.0
640,Antigua and Barbuda,,2020-03-31,7.0,0.0
641,Antigua and Barbuda,,2020-04-01,7.0,0.0
642,Antigua and Barbuda,,2020-04-02,9.0,0.0
643,Antigua and Barbuda,,2020-04-03,15.0,0.0
644,Antigua and Barbuda,,2020-04-04,15.0,0.0
645,Antigua and Barbuda,,2020-04-05,15.0,0.0
646,Antigua and Barbuda,,2020-04-06,15.0,0.0
647,Antigua and Barbuda,,2020-04-07,19.0,1.0
648,Antigua and Barbuda,,2020-04-08,19.0,2.0
685,Argentina,,2020-01-22,0.0,0.0
686,Argentina,,2020-01-23,0.0,0.0
687,Argentina,,2020-01-24,0.0,0.0
688,Argentina,,2020-01-25,0.0,0.0
689,Argentina,,2020-01-26,0.0,0.0
690,Argentina,,2020-01-27,0.0,0.0
691,Argentina,,2020-01-28,0.0,0.0
692,Argentina,,2020-01-29,0.0,0.0
693,Argentina,,2020-01-30,0.0,0.0
694,Argentina,,2020-01-31,0.0,0.0
695,Argentina,,2020-02-01,0.0,0.0
696,Argentina,,2020-02-02,0.0,0.0
697,Argentina,,2020-02-03,0.0,0.0
698,Argentina,,2020-02-04,0.0,0.0
699,Argentina,,2020-02-05,0.0,0.0
700,Argentina,,2020-02-06,0.0,0.0
701,Argentina,,2020-02-07,0.0,0.0
702,Argentina,,2020-02-08,0.0,0.0
703,Argentina,,2020-02-09,0.0,0.0
704,Argentina,,2020-02-10,0.0,0.0
705,Argentina,,2020-02-11,0.0,0.0
706,Argentina,,2020-02-12,0.0,0.0
707,Argentina,,2020-02-13,0.0,0.0
708,Argentina,,2020-02-14,0.0,0.0
709,Argentina,,2020-02-15,0.0,0.0
710,Argentina,,2020-02-16,0.0,0.0
711,Argentina,,2020-02-17,0.0,0.0
712,Argentina,,2020-02-18,0.0,0.0
713,Argentina,,2020-02-19,0.0,0.0
714,Argentina,,2020-02-20,0.0,0.0
715,Argentina,,2020-02-21,0.0,0.0
716,Argentina,,2020-02-22,0.0,0.0
717,Argentina,,2020-02-23,0.0,0.0
718,Argentina,,2020-02-24,0.0,0.0
719,Argentina,,2020-02-25,0.0,0.0
720,Argentina,,2020-02-26,0.0,0.0
721,Argentina,,2020-02-27,0.0,0.0
722,Argentina,,2020-02-28,0.0,0.0
723,Argentina,,2020-02-29,0.0,0.0
724,Argentina,,2020-03-01,0.0,0.0
725,Argentina,,2020-03-02,0.0,0.0
726,Argentina,,2020-03-03,1.0,0.0
727,Argentina,,2020-03-04,1.0,0.0
728,Argentina,,2020-03-05,1.0,0.0
729,Argentina,,2020-03-06,2.0,0.0
730,Argentina,,2020-03-07,8.0,0.0
731,Argentina,,2020-03-08,12.0,1.0
732,Argentina,,2020-03-09,12.0,1.0
733,Argentina,,2020-03-10,17.0,1.0
734,Argentina,,2020-03-11,19.0,1.0
735,Argentina,,2020-03-12,19.0,1.0
736,Argentina,,2020-03-13,31.0,2.0
737,Argentina,,2020-03-14,34.0,2.0
738,Argentina,,2020-03-15,45.0,2.0
739,Argentina,,2020-03-16,56.0,2.0
740,Argentina,,2020-03-17,68.0,2.0
741,Argentina,,2020-03-18,79.0,2.0
742,Argentina,,2020-03-19,97.0,3.0
743,Argentina,,2020-03-20,128.0,3.0
744,Argentina,,2020-03-21,158.0,4.0
745,Argentina,,2020-03-22,266.0,4.0
746,Argentina,,2020-03-23,301.0,4.0
747,Argentina,,2020-03-24,387.0,6.0
748,Argentina,,2020-03-25,387.0,8.0
749,Argentina,,2020-03-26,502.0,9.0
750,Argentina,,2020-03-27,589.0,13.0
751,Argentina,,2020-03-28,690.0,18.0
752,Argentina,,2020-03-29,745.0,19.0
753,Argentina,,2020-03-30,820.0,23.0
754,Argentina,,2020-03-31,1054.0,27.0
755,Argentina,,2020-04-01,1054.0,28.0
756,Argentina,,2020-04-02,1133.0,36.0
757,Argentina,,2020-04-03,1265.0,39.0
758,Argentina,,2020-04-04,1451.0,43.0
759,Argentina,,2020-04-05,1451.0,44.0
760,Argentina,,2020-04-06,1554.0,48.0
761,Argentina,,2020-04-07,1628.0,56.0
762,Argentina,,2020-04-08,1715.0,63.0
799,Armenia,,2020-01-22,0.0,0.0
800,Armenia,,2020-01-23,0.0,0.0
801,Armenia,,2020-01-24,0.0,0.0
802,Armenia,,2020-01-25,0.0,0.0
803,Armenia,,2020-01-26,0.0,0.0
804,Armenia,,2020-01-27,0.0,0.0
805,Armenia,,2020-01-28,0.0,0.0
806,Armenia,,2020-01-29,0.0,0.0
807,Armenia,,2020-01-30,0.0,0.0
808,Armenia,,2020-01-31,0.0,0.0
809,Armenia,,2020-02-01,0.0,0.0
810,Armenia,,2020-02-02,0.0,0.0
811,Armenia,,2020-02-03,0.0,0.0
812,Armenia,,2020-02-04,0.0,0.0
813,Armenia,,2020-02-05,0.0,0.0
814,Armenia,,2020-02-06,0.0,0.0
815,Armenia,,2020-02-07,0.0,0.0
816,Armenia,,2020-02-08,0.0,0.0
817,Armenia,,2020-02-09,0.0,0.0
818,Armenia,,2020-02-10,0.0,0.0
819,Armenia,,2020-02-11,0.0,0.0
820,Armenia,,2020-02-12,0.0,0.0
821,Armenia,,2020-02-13,0.0,0.0
822,Armenia,,2020-02-14,0.0,0.0
823,Armenia,,2020-02-15,0.0,0.0
824,Armenia,,2020-02-16,0.0,0.0
825,Armenia,,2020-02-17,0.0,0.0
826,Armenia,,2020-02-18,0.0,0.0
827,Armenia,,2020-02-19,0.0,0.0
828,Armenia,,2020-02-20,0.0,0.0
829,Armenia,,2020-02-21,0.0,0.0
830,Armenia,,2020-02-22,0.0,0.0
831,Armenia,,2020-02-23,0.0,0.0
832,Armenia,,2020-02-24,0.0,0.0
833,Armenia,,2020-02-25,0.0,0.0
834,Armenia,,2020-02-26,0.0,0.0
835,Armenia,,2020-02-27,0.0,0.0
836,Armenia,,2020-02-28,0.0,0.0
