,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,Median_Age,Population,Population_Density
42,43,,Afghanistan,2020-03-04,1.0,0.0,18,38928346,60
43,44,,Afghanistan,2020-03-05,1.0,0.0,18,38928346,60
44,45,,Afghanistan,2020-03-06,1.0,0.0,18,38928346,60
45,46,,Afghanistan,2020-03-07,1.0,0.0,18,38928346,60
46,47,,Afghanistan,2020-03-08,4.0,0.0,18,38928346,60
47,48,,Afghanistan,2020-03-09,4.0,0.0,18,38928346,60
48,49,,Afghanistan,2020-03-10,5.0,0.0,18,38928346,60
49,50,,Afghanistan,2020-03-11,7.0,0.0,18,38928346,60
50,51,,Afghanistan,2020-03-12,7.0,0.0,18,38928346,60
51,52,,Afghanistan,2020-03-13,7.0,0.0,18,38928346,60
52,53,,Afghanistan,2020-03-14,11.0,0.0,18,38928346,60
53,54,,Afghanistan,2020-03-15,16.0,0.0,18,38928346,60
54,55,,Afghanistan,2020-03-16,21.0,0.0,18,38928346,60
55,56,,Afghanistan,2020-03-17,22.0,0.0,18,38928346,60
56,57,,Afghanistan,2020-03-18,22.0,0.0,18,38928346,60
57,58,,Afghanistan,2020-03-19,22.0,0.0,18,38928346,60
58,59,,Afghanistan,2020-03-20,24.0,0.0,18,38928346,60
59,60,,Afghanistan,2020-03-21,24.0,0.0,18,38928346,60
60,61,,Afghanistan,2020-03-22,40.0,1.0,18,38928346,60
61,62,,Afghanistan,2020-03-23,40.0,1.0,18,38928346,60
62,63,,Afghanistan,2020-03-24,74.0,1.0,18,38928346,60
63,64,,Afghanistan,2020-03-25,84.0,2.0,18,38928346,60
64,65,,Afghanistan,2020-03-26,94.0,4.0,18,38928346,60
65,66,,Afghanistan,2020-03-27,110.0,4.0,18,38928346,60
66,67,,Afghanistan,2020-03-28,110.0,4.0,18,38928346,60
67,101,,Albania,2020-01-22,0.0,0.0,-1,-1,-1
68,102,,Albania,2020-01-23,0.0,0.0,-1,-1,-1
69,103,,Albania,2020-01-24,0.0,0.0,-1,-1,-1
70,104,,Albania,2020-01-25,0.0,0.0,-1,-1,-1
71,105,,Albania,2020-01-26,0.0,0.0,-1,-1,-1
72,106,,Albania,2020-01-27,0.0,0.0,-1,-1,-1
73,107,,Albania,2020-01-28,0.0,0.0,-1,-1,-1
74,108,,Albania,2020-01-29,0.0,0.0,-1,-1,-1
75,109,,Albania,2020-01-30,0.0,0.0,-1,-1,-1
76,110,,Albania,2020-01-31,0.0,0.0,-1,-1,-1
77,111,,Albania,2020-02-01,0.0,0.0,-1,-1,-1
78,112,,Albania,2020-02-02,0.0,0.0,-1,-1,-1
79,113,,Albania,2020-02-03,0.0,0.0,-1,-1,-1
80,114,,Albania,2020-02-04,0.0,0.0,-1,-1,-1
81,115,,Albania,2020-02-05,0.0,0.0,-1,-1,-1
82,116,,Albania,2020-02-06,0.0,0.0,-1,-1,-1
83,117,,Albania,2020-02-07,0.0,0.0,-1,-1,-1
84,118,,Albania,2020-02-08,0.0,0.0,-1,-1,-1
85,119,,Albania,2020-02-09,0.0,0.0,-1,-1,-1
86,120,,Albania,2020-02-10,0.0,0.0,-1,-1,-1
87,121,,Albania,2020-02-11,0.0,0.0,-1,-1,-1
88,122,,Albania,2020-02-12,0.0,0.0,-1,-1,-1
89,123,,Albania,2020-02-13,0.0,0.0,-1,-1,-1
90,124,,Albania,2020-02-14,0.0,0.0,-1,-1,-1
91,125,,Albania,2020-02-15,0.0,0.0,-1,-1,-1
92,126,,Albania,2020-02-16,0.0,0.0,-1,-1,-1
93,127,,Albania,2020-02-17,0.0,0.0,-1,-1,-1
94,128,,Albania,2020-02-18,0.0,0.0,-1,-1,-1
95,129,,Albania,2020-02-19,0.0,0.0,-1,-1,-1
96,130,,Albania,2020-02-20,0.0,0.0,-1,-1,-1
97,131,,Albania,2020-02-21,0.0,0.0,-1,-1,-1
98,132,,Albania,2020-02-22,0.0,0.0,-1,-1,-1
99,133,,Albania,2020-02-23,0.0,0.0,-1,-1,-1
100,134,,Albania,2020-02-24,0.0,0.0,-1,-1,-1
101,135,,Albania,2020-02-25,0.0,0.0,-1,-1,-1
102,136,,Albania,2020-02-26,0.0,0.0,-1,-1,-1
103,137,,Albania,2020-02-27,0.0,0.0,-1,-1,-1
104,138,,Albania,2020-02-28,0.0,0.0,-1,-1,-1
105,139,,Albania,2020-02-29,0.0,0.0,-1,-1,-1
106,140,,Albania,2020-03-01,0.0,0.0,-1,-1,-1
107,141,,Albania,2020-03-02,0.0,0.0,-1,-1,-1
108,142,,Albania,2020-03-03,0.0,0.0,-1,-1,-1
109,143,,Albania,2020-03-04,0.0,0.0,-1,-1,-1
110,144,,Albania,2020-03-05,0.0,0.0,-1,-1,-1
111,145,,Albania,2020-03-06,0.0,0.0,-1,-1,-1
112,146,,Albania,2020-03-07,0.0,0.0,-1,-1,-1
113,147,,Albania,2020-03-08,0.0,0.0,-1,-1,-1
114,148,,Albania,2020-03-09,2.0,0.0,-1,-1,-1
115,149,,Albania,2020-03-10,10.0,0.0,-1,-1,-1
116,150,,Albania,2020-03-11,12.0,1.0,-1,-1,-1
117,151,,Albania,2020-03-12,23.0,1.0,-1,-1,-1
118,152,,Albania,2020-03-13,33.0,1.0,-1,-1,-1
119,153,,Albania,2020-03-14,38.0,1.0,-1,-1,-1
120,154,,Albania,2020-03-15,42.0,1.0,-1,-1,-1
121,155,,Albania,2020-03-16,51.0,1.0,-1,-1,-1
122,156,,Albania,2020-03-17,55.0,1.0,-1,-1,-1
123,157,,Albania,2020-03-18,59.0,2.0,-1,-1,-1
124,158,,Albania,2020-03-19,64.0,2.0,-1,-1,-1
125,159,,Albania,2020-03-20,70.0,2.0,-1,-1,-1
126,160,,Albania,2020-03-21,76.0,2.0,-1,-1,-1
127,161,,Albania,2020-03-22,89.0,2.0,-1,-1,-1
128,162,,Albania,2020-03-23,104.0,4.0,-1,-1,-1
129,163,,Albania,2020-03-24,123.0,5.0,-1,-1,-1
130,164,,Albania,2020-03-25,146.0,5.0,-1,-1,-1
131,165,,Albania,2020-03-26,174.0,6.0,-1,-1,-1
132,166,,Albania,2020-03-27,186.0,8.0,-1,-1,-1
133,167,,Albania,2020-03-28,197.0,10.0,-1,-1,-1
134,201,,Algeria,2020-01-22,0.0,0.0,-1,-1,-1
135,202,,Algeria,2020-01-23,0.0,0.0,-1,-1,-1
136,203,,Algeria,2020-01-24,0.0,0.0,-1,-1,-1
137,204,,Algeria,2020-01-25,0.0,0.0,-1,-1,-1
138,205,,Algeria,2020-01-26,0.0,0.0,-1,-1,-1
139,206,,Algeria,2020-01-27,0.0,0.0,-1,-1,-1
140,207,,Algeria,2020-01-28,0.0,0.0,-1,-1,-1
141,208,,Algeria,2020-01-29,0.0,0.0,-1,-1,-1
142,209,,Algeria,2020-01-30,0.0,0.0,-1,-1,-1
143,210,,Algeria,2020-01-31,0.0,0.0,-1,-1,-1
144,211,,Algeria,2020-02-01,0.0,0.0,-1,-1,-1
145,212,,Algeria,2020-02-02,0.0,0.0,-1,-1,-1
146,213,,Algeria,2020-02-03,0.0,0.0,-1,-1,-1
147,214,,Algeria,2020-02-04,0.0,0.0,-1,-1,-1
148,215,,Algeria,2020-02-05,0.0,0.0,-1,-1,-1
149,216,,Algeria,2020-02-06,0.0,0.0,-1,-1,-1
150,217,,Algeria,2020-02-07,0.0,0.0,-1,-1,-1
151,218,,Algeria,2020-02-08,0.0,0.0,-1,-1,-1
152,219,,Algeria,2020-02-09,0.0,0.0,-1,-1,-1
153,220,,Algeria,2020-02-10,0.0,0.0,-1,-1,-1
154,221,,Algeria,2020-02-11,0.0,0.0,-1,-1,-1
155,222,,Algeria,2020-02-12,0.0,0.0,-1,-1,-1
156,223,,Algeria,2020-02-13,0.0,0.0,-1,-1,-1
157,224,,Algeria,2020-02-14,0.0,0.0,-1,-1,-1
158,225,,Algeria,2020-02-15,0.0,0.0,-1,-1,-1
159,226,,Algeria,2020-02-16,0.0,0.0,-1,-1,-1
160,227,,Algeria,2020-02-17,0.0,0.0,-1,-1,-1
161,228,,Algeria,2020-02-18,0.0,0.0,-1,-1,-1
162,229,,Algeria,2020-02-19,0.0,0.0,-1,-1,-1
163,230,,Algeria,2020-02-20,0.0,0.0,-1,-1,-1
164,231,,Algeria,2020-02-21,0.0,0.0,-1,-1,-1
165,232,,Algeria,2020-02-22,0.0,0.0,-1,-1,-1
166,233,,Algeria,2020-02-23,0.0,0.0,-1,-1,-1
167,234,,Algeria,2020-02-24,0.0,0.0,-1,-1,-1
168,235,,Algeria,2020-02-25,1.0,0.0,-1,-1,-1
169,236,,Algeria,2020-02-26,1.0,0.0,-1,-1,-1
170,237,,Algeria,2020-02-27,1.0,0.0,-1,-1,-1
171,238,,Algeria,2020-02-28,1.0,0.0,-1,-1,-1
172,239,,Algeria,2020-02-29,1.0,0.0,-1,-1,-1
173,240,,Algeria,2020-03-01,1.0,0.0,-1,-1,-1
174,241,,Algeria,2020-03-02,3.0,0.0,-1,-1,-1
175,242,,Algeria,2020-03-03,5.0,0.0,-1,-1,-1
176,243,,Algeria,2020-03-04,12.0,0.0,-1,-1,-1
177,244,,Algeria,2020-03-05,12.0,0.0,-1,-1,-1
178,245,,Algeria,2020-03-06,17.0,0.0,-1,-1,-1
179,246,,Algeria,2020-03-07,17.0,0.0,-1,-1,-1
180,247,,Algeria,2020-03-08,19.0,0.0,-1,-1,-1
181,248,,Algeria,2020-03-09,20.0,0.0,-1,-1,-1
182,249,,Algeria,2020-03-10,20.0,0.0,-1,-1,-1
183,250,,Algeria,2020-03-11,20.0,0.0,-1,-1,-1
184,251,,Algeria,2020-03-12,24.0,1.0,-1,-1,-1
185,252,,Algeria,2020-03-13,26.0,2.0,-1,-1,-1
186,253,,Algeria,2020-03-14,37.0,3.0,-1,-1,-1
187,254,,Algeria,2020-03-15,48.0,4.0,-1,-1,-1
188,255,,Algeria,2020-03-16,54.0,4.0,-1,-1,-1
189,256,,Algeria,2020-03-17,60.0,4.0,-1,-1,-1
190,257,,Algeria,2020-03-18,74.0,7.0,-1,-1,-1
191,258,,Algeria,2020-03-19,87.0,9.0,-1,-1,-1
192,259,,Algeria,2020-03-20,90.0,11.0,-1,-1,-1
193,260,,Algeria,2020-03-21,139.0,15.0,-1,-1,-1
194,261,,Algeria,2020-03-22,201.0,17.0,-1,-1,-1
195,262,,Algeria,2020-03-23,230.0,17.0,-1,-1,-1
196,263,,Algeria,2020-03-24,264.0,19.0,-1,-1,-1
197,264,,Algeria,2020-03-25,302.0,21.0,-1,-1,-1
198,265,,Algeria,2020-03-26,367.0,25.0,-1,-1,-1
199,266,,Algeria,2020-03-27,409.0,26.0,-1,-1,-1
200,267,,Algeria,2020-03-28,454.0,29.0,-1,-1,-1
201,301,,Andorra,2020-01-22,0.0,0.0,-1,-1,-1
202,302,,Andorra,2020-01-23,0.0,0.0,-1,-1,-1
203,303,,Andorra,2020-01-24,0.0,0.0,-1,-1,-1
204,304,,Andorra,2020-01-25,0.0,0.0,-1,-1,-1
205,305,,Andorra,2020-01-26,0.0,0.0,-1,-1,-1
206,306,,Andorra,2020-01-27,0.0,0.0,-1,-1,-1
207,307,,Andorra,2020-01-28,0.0,0.0,-1,-1,-1
208,308,,Andorra,2020-01-29,0.0,0.0,-1,-1,-1
209,309,,Andorra,2020-01-30,0.0,0.0,-1,-1,-1
210,310,,Andorra,2020-01-31,0.0,0.0,-1,-1,-1
211,311,,Andorra,2020-02-01,0.0,0.0,-1,-1,-1
212,312,,Andorra,2020-02-02,0.0,0.0,-1,-1,-1
213,313,,Andorra,2020-02-03,0.0,0.0,-1,-1,-1
214,314,,Andorra,2020-02-04,0.0,0.0,-1,-1,-1
215,315,,Andorra,2020-02-05,0.0,0.0,-1,-1,-1
216,316,,Andorra,2020-02-06,0.0,0.0,-1,-1,-1
217,317,,Andorra,2020-02-07,0.0,0.0,-1,-1,-1
218,318,,Andorra,2020-02-08,0.0,0.0,-1,-1,-1
219,319,,Andorra,2020-02-09,0.0,0.0,-1,-1,-1
220,320,,Andorra,2020-02-10,0.0,0.0,-1,-1,-1
221,321,,Andorra,2020-02-11,0.0,0.0,-1,-1,-1
222,322,,Andorra,2020-02-12,0.0,0.0,-1,-1,-1
223,323,,Andorra,2020-02-13,0.0,0.0,-1,-1,-1
224,324,,Andorra,2020-02-14,0.0,0.0,-1,-1,-1
225,325,,Andorra,2020-02-15,0.0,0.0,-1,-1,-1
226,326,,Andorra,2020-02-16,0.0,0.0,-1,-1,-1
227,327,,Andorra,2020-02-17,0.0,0.0,-1,-1,-1
228,328,,Andorra,2020-02-18,0.0,0.0,-1,-1,-1
229,329,,Andorra,2020-02-19,0.0,0.0,-1,-1,-1
230,330,,Andorra,2020-02-20,0.0,0.0,-1,-1,-1
231,331,,Andorra,2020-02-21,0.0,0.0,-1,-1,-1
232,332,,Andorra,2020-02-22,0.0,0.0,-1,-1,-1
233,333,,Andorra,2020-02-23,0.0,0.0,-1,-1,-1
234,334,,Andorra,2020-02-24,0.0,0.0,-1,-1,-1
235,335,,Andorra,2020-02-25,0.0,0.0,-1,-1,-1
236,336,,Andorra,2020-02-26,0.0,0.0,-1,-1,-1
237,337,,Andorra,2020-02-27,0.0,0.0,-1,-1,-1
238,338,,Andorra,2020-02-28,0.0,0.0,-1,-1,-1
239,339,,Andorra,2020-02-29,0.0,0.0,-1,-1,-1
240,340,,Andorra,2020-03-01,0.0,0.0,-1,-1,-1
241,341,,Andorra,2020-03-02,1.0,0.0,-1,-1,-1
242,342,,Andorra,2020-03-03,1.0,0.0,-1,-1,-1
243,343,,Andorra,2020-03-04,1.0,0.0,-1,-1,-1
244,344,,Andorra,2020-03-05,1.0,0.0,-1,-1,-1
245,345,,Andorra,2020-03-06,1.0,0.0,-1,-1,-1
246,346,,Andorra,2020-03-07,1.0,0.0,-1,-1,-1
247,347,,Andorra,2020-03-08,1.0,0.0,-1,-1,-1
248,348,,Andorra,2020-03-09,1.0,0.0,-1,-1,-1
249,349,,Andorra,2020-03-10,1.0,0.0,-1,-1,-1
250,350,,Andorra,2020-03-11,1.0,0.0,-1,-1,-1
251,351,,Andorra,2020-03-12,1.0,0.0,-1,-1,-1
252,352,,Andorra,2020-03-13,1.0,0.0,-1,-1,-1
253,353,,Andorra,2020-03-14,1.0,0.0,-1,-1,-1
254,354,,Andorra,2020-03-15,1.0,0.0,-1,-1,-1
255,355,,Andorra,2020-03-16,2.0,0.0,-1,-1,-1
256,356,,Andorra,2020-03-17,39.0,0.0,-1,-1,-1
257,357,,Andorra,2020-03-18,39.0,0.0,-1,-1,-1
258,358,,Andorra,2020-03-19,53.0,0.0,-1,-1,-1
259,359,,Andorra,2020-03-20,75.0,0.0,-1,-1,-1
260,360,,Andorra,2020-03-21,88.0,0.0,-1,-1,-1
261,361,,Andorra,2020-03-22,113.0,1.0,-1,-1,-1
262,362,,Andorra,2020-03-23,133.0,1.0,-1,-1,-1
263,363,,Andorra,2020-03-24,164.0,1.0,-1,-1,-1
264,364,,Andorra,2020-03-25,188.0,1.0,-1,-1,-1
265,365,,Andorra,2020-03-26,224.0,3.0,-1,-1,-1
266,366,,Andorra,2020-03-27,267.0,3.0,-1,-1,-1
267,367,,Andorra,2020-03-28,308.0,3.0,-1,-1,-1
268,401,,Angola,2020-01-22,0.0,0.0,-1,-1,-1
269,402,,Angola,2020-01-23,0.0,0.0,-1,-1,-1
270,403,,Angola,2020-01-24,0.0,0.0,-1,-1,-1
271,404,,Angola,2020-01-25,0.0,0.0,-1,-1,-1
272,405,,Angola,2020-01-26,0.0,0.0,-1,-1,-1
273,406,,Angola,2020-01-27,0.0,0.0,-1,-1,-1
274,407,,Angola,2020-01-28,0.0,0.0,-1,-1,-1
275,408,,Angola,2020-01-29,0.0,0.0,-1,-1,-1
276,409,,Angola,2020-01-30,0.0,0.0,-1,-1,-1
277,410,,Angola,2020-01-31,0.0,0.0,-1,-1,-1
278,411,,Angola,2020-02-01,0.0,0.0,-1,-1,-1
279,412,,Angola,2020-02-02,0.0,0.0,-1,-1,-1
280,413,,Angola,2020-02-03,0.0,0.0,-1,-1,-1
281,414,,Angola,2020-02-04,0.0,0.0,-1,-1,-1
282,415,,Angola,2020-02-05,0.0,0.0,-1,-1,-1
283,416,,Angola,2020-02-06,0.0,0.0,-1,-1,-1
284,417,,Angola,2020-02-07,0.0,0.0,-1,-1,-1
285,418,,Angola,2020-02-08,0.0,0.0,-1,-1,-1
286,419,,Angola,2020-02-09,0.0,0.0,-1,-1,-1
287,420,,Angola,2020-02-10,0.0,0.0,-1,-1,-1
288,421,,Angola,2020-02-11,0.0,0.0,-1,-1,-1
289,422,,Angola,2020-02-12,0.0,0.0,-1,-1,-1
290,423,,Angola,2020-02-13,0.0,0.0,-1,-1,-1
291,424,,Angola,2020-02-14,0.0,0.0,-1,-1,-1
292,425,,Angola,2020-02-15,0.0,0.0,-1,-1,-1
293,426,,Angola,2020-02-16,0.0,0.0,-1,-1,-1
294,427,,Angola,2020-02-17,0.0,0.0,-1,-1,-1
295,428,,Angola,2020-02-18,0.0,0.0,-1,-1,-1
296,429,,Angola,2020-02-19,0.0,0.0,-1,-1,-1
297,430,,Angola,2020-02-20,0.0,0.0,-1,-1,-1
298,431,,Angola,2020-02-21,0.0,0.0,-1,-1,-1
299,432,,Angola,2020-02-22,0.0,0.0,-1,-1,-1
300,433,,Angola,2020-02-23,0.0,0.0,-1,-1,-1
301,434,,Angola,2020-02-24,0.0,0.0,-1,-1,-1
302,435,,Angola,2020-02-25,0.0,0.0,-1,-1,-1
303,436,,Angola,2020-02-26,0.0,0.0,-1,-1,-1
304,437,,Angola,2020-02-27,0.0,0.0,-1,-1,-1
305,438,,Angola,2020-02-28,0.0,0.0,-1,-1,-1
306,439,,Angola,2020-02-29,0.0,0.0,-1,-1,-1
307,440,,Angola,2020-03-01,0.0,0.0,-1,-1,-1
308,441,,Angola,2020-03-02,0.0,0.0,-1,-1,-1
309,442,,Angola,2020-03-03,0.0,0.0,-1,-1,-1
310,443,,Angola,2020-03-04,0.0,0.0,-1,-1,-1
311,444,,Angola,2020-03-05,0.0,0.0,-1,-1,-1
312,445,,Angola,2020-03-06,0.0,0.0,-1,-1,-1
313,446,,Angola,2020-03-07,0.0,0.0,-1,-1,-1
314,447,,Angola,2020-03-08,0.0,0.0,-1,-1,-1
315,448,,Angola,2020-03-09,0.0,0.0,-1,-1,-1
316,449,,Angola,2020-03-10,0.0,0.0,-1,-1,-1
317,450,,Angola,2020-03-11,0.0,0.0,-1,-1,-1
318,451,,Angola,2020-03-12,0.0,0.0,-1,-1,-1
319,452,,Angola,2020-03-13,0.0,0.0,-1,-1,-1
320,453,,Angola,2020-03-14,0.0,0.0,-1,-1,-1
321,454,,Angola,2020-03-15,0.0,0.0,-1,-1,-1
322,455,,Angola,2020-03-16,0.0,0.0,-1,-1,-1
323,456,,Angola,2020-03-17,0.0,0.0,-1,-1,-1
324,457,,Angola,2020-03-18,0.0,0.0,-1,-1,-1
325,458,,Angola,2020-03-19,0.0,0.0,-1,-1,-1
326,459,,Angola,2020-03-20,1.0,0.0,-1,-1,-1
327,460,,Angola,2020-03-21,2.0,0.0,-1,-1,-1
328,461,,Angola,2020-03-22,2.0,0.0,-1,-1,-1
329,462,,Angola,2020-03-23,3.0,0.0,-1,-1,-1
330,463,,Angola,2020-03-24,3.0,0.0,-1,-1,-1
331,464,,Angola,2020-03-25,3.0,0.0,-1,-1,-1
332,465,,Angola,2020-03-26,4.0,0.0,-1,-1,-1
333,466,,Angola,2020-03-27,4.0,0.0,-1,-1,-1
334,467,,Angola,2020-03-28,5.0,0.0,-1,-1,-1
335,501,,Antigua and Barbuda,2020-01-22,0.0,0.0,-1,-1,-1
336,502,,Antigua and Barbuda,2020-01-23,0.0,0.0,-1,-1,-1
337,503,,Antigua and Barbuda,2020-01-24,0.0,0.0,-1,-1,-1
338,504,,Antigua and Barbuda,2020-01-25,0.0,0.0,-1,-1,-1
339,505,,Antigua and Barbuda,2020-01-26,0.0,0.0,-1,-1,-1
340,506,,Antigua and Barbuda,2020-01-27,0.0,0.0,-1,-1,-1
341,507,,Antigua and Barbuda,2020-01-28,0.0,0.0,-1,-1,-1
342,508,,Antigua and Barbuda,2020-01-29,0.0,0.0,-1,-1,-1
343,509,,Antigua and Barbuda,2020-01-30,0.0,0.0,-1,-1,-1
344,510,,Antigua and Barbuda,2020-01-31,0.0,0.0,-1,-1,-1
345,511,,Antigua and Barbuda,2020-02-01,0.0,0.0,-1,-1,-1
346,512,,Antigua and Barbuda,2020-02-02,0.0,0.0,-1,-1,-1
347,513,,Antigua and Barbuda,2020-02-03,0.0,0.0,-1,-1,-1
348,514,,Antigua and Barbuda,2020-02-04,0.0,0.0,-1,-1,-1
349,515,,Antigua and Barbuda,2020-02-05,0.0,0.0,-1,-1,-1
350,516,,Antigua and Barbuda,2020-02-06,0.0,0.0,-1,-1,-1
351,517,,Antigua and Barbuda,2020-02-07,0.0,0.0,-1,-1,-1
352,518,,Antigua and Barbuda,2020-02-08,0.0,0.0,-1,-1,-1
353,519,,Antigua and Barbuda,2020-02-09,0.0,0.0,-1,-1,-1
354,520,,Antigua and Barbuda,2020-02-10,0.0,0.0,-1,-1,-1
355,521,,Antigua and Barbuda,2020-02-11,0.0,0.0,-1,-1,-1
356,522,,Antigua and Barbuda,2020-02-12,0.0,0.0,-1,-1,-1
357,523,,Antigua and Barbuda,2020-02-13,0.0,0.0,-1,-1,-1
358,524,,Antigua and Barbuda,2020-02-14,0.0,0.0,-1,-1,-1
359,525,,Antigua and Barbuda,2020-02-15,0.0,0.0,-1,-1,-1
360,526,,Antigua and Barbuda,2020-02-16,0.0,0.0,-1,-1,-1
361,527,,Antigua and Barbuda,2020-02-17,0.0,0.0,-1,-1,-1
362,528,,Antigua and Barbuda,2020-02-18,0.0,0.0,-1,-1,-1
363,529,,Antigua and Barbuda,2020-02-19,0.0,0.0,-1,-1,-1
364,530,,Antigua and Barbuda,2020-02-20,0.0,0.0,-1,-1,-1
365,531,,Antigua and Barbuda,2020-02-21,0.0,0.0,-1,-1,-1
366,532,,Antigua and Barbuda,2020-02-22,0.0,0.0,-1,-1,-1
367,533,,Antigua and Barbuda,2020-02-23,0.0,0.0,-1,-1,-1
368,534,,Antigua and Barbuda,2020-02-24,0.0,0.0,-1,-1,-1
369,535,,Antigua and Barbuda,2020-02-25,0.0,0.0,-1,-1,-1
370,536,,Antigua and Barbuda,2020-02-26,0.0,0.0,-1,-1,-1
371,537,,Antigua and Barbuda,2020-02-27,0.0,0.0,-1,-1,-1
372,538,,Antigua and Barbuda,2020-02-28,0.0,0.0,-1,-1,-1
373,539,,Antigua and Barbuda,2020-02-29,0.0,0.0,-1,-1,-1
374,540,,Antigua and Barbuda,2020-03-01,0.0,0.0,-1,-1,-1
375,541,,Antigua and Barbuda,2020-03-02,0.0,0.0,-1,-1,-1
376,542,,Antigua and Barbuda,2020-03-03,0.0,0.0,-1,-1,-1
377,543,,Antigua and Barbuda,2020-03-04,0.0,0.0,-1,-1,-1
378,544,,Antigua and Barbuda,2020-03-05,0.0,0.0,-1,-1,-1
379,545,,Antigua and Barbuda,2020-03-06,0.0,0.0,-1,-1,-1
380,546,,Antigua and Barbuda,2020-03-07,0.0,0.0,-1,-1,-1
381,547,,Antigua and Barbuda,2020-03-08,0.0,0.0,-1,-1,-1
382,548,,Antigua and Barbuda,2020-03-09,0.0,0.0,-1,-1,-1
383,549,,Antigua and Barbuda,2020-03-10,0.0,0.0,-1,-1,-1
384,550,,Antigua and Barbuda,2020-03-11,0.0,0.0,-1,-1,-1
385,551,,Antigua and Barbuda,2020-03-12,0.0,0.0,-1,-1,-1
386,552,,Antigua and Barbuda,2020-03-13,1.0,0.0,-1,-1,-1
387,553,,Antigua and Barbuda,2020-03-14,1.0,0.0,-1,-1,-1
388,554,,Antigua and Barbuda,2020-03-15,1.0,0.0,-1,-1,-1
389,555,,Antigua and Barbuda,2020-03-16,1.0,0.0,-1,-1,-1
390,556,,Antigua and Barbuda,2020-03-17,1.0,0.0,-1,-1,-1
391,557,,Antigua and Barbuda,2020-03-18,1.0,0.0,-1,-1,-1
392,558,,Antigua and Barbuda,2020-03-19,1.0,0.0,-1,-1,-1
393,559,,Antigua and Barbuda,2020-03-20,1.0,0.0,-1,-1,-1
394,560,,Antigua and Barbuda,2020-03-21,1.0,0.0,-1,-1,-1
395,561,,Antigua and Barbuda,2020-03-22,1.0,0.0,-1,-1,-1
396,562,,Antigua and Barbuda,2020-03-23,3.0,0.0,-1,-1,-1
397,563,,Antigua and Barbuda,2020-03-24,3.0,0.0,-1,-1,-1
398,564,,Antigua and Barbuda,2020-03-25,3.0,0.0,-1,-1,-1
